ID	MVH_search_cc_1	MVH_search_cc_2	MVH_search_cc_3	MVH_search_cc_1_lp	MVH_search_cc_2_lp	MVH_search_cc_3_lp	MVH_search_cc_1_lp_nwords	MVH_search_cc_2_lp_nwords	MVH_search_cc_3_lp_nwords	im_nwords_min	im_nwords_max	im_nwords_mean	MVH_search_cc_1_lp_len	MVH_search_cc_2_lp_len	MVH_search_cc_3_lp_len	im_len_min	im_len_max	im_len_mean	total	base_lft	base_gender	base_opl	base_regio	base_polar	base_intpol	MVH_att_cc_1	MVH_att_cc_2	MVH_att_importance_2	att_cc_mean	opl_3cat	ACTIVISME_1	CO2_1	Comments_1	DISCUSSIE_1	EFFECTIEF_1	ENERGIE_1	GELDIG_1	GEVOLG_1	INDIVIDUEEL_GEDRAG_1	INDUSTRIE_1	INFO_OPLOSSINGEN_1	INFO_STATUS_QUO_1	MILIEU_1	ONGECATEGORISEERD_1	OORZAKEN_1	POLITIEK_BELEID_1	SCEPTICI_1	SCEPTICI_PERSONEN_1	SPECIFIEK_1	STIKSTOF_1	TAAL_1	VERVOER_1	VOEDSELINDUSTRIE_1	VRAAG_1	search query_1	ACTIVISME_2	CO2_2	Comments_2	DISCUSSIE_2	EFFECTIEF_2	ENERGIE_2	GELDIG_2	GEVOLG_2	INDIVIDUEEL_GEDRAG_2	INDUSTRIE_2	INFO_OPLOSSINGEN_2	INFO_STATUS_QUO_2	MILIEU_2	ONGECATEGORISEERD_2	OORZAKEN_2	POLITIEK_BELEID_2	SCEPTICI_2	SCEPTICI_PERSONEN_2	SPECIFIEK_2	STIKSTOF_2	TAAL_2	VERVOER_2	VOEDSELINDUSTRIE_2	VRAAG_2	search query_2	ACTIVISME_3	CO2_3	Comments_3	DISCUSSIE_3	EFFECTIEF_3	ENERGIE_3	GELDIG_3	GEVOLG_3	INDIVIDUEEL_GEDRAG_3	INDUSTRIE_3	INFO_OPLOSSINGEN_3	INFO_STATUS_QUO_3	MILIEU_3	ONGECATEGORISEERD_3	OORZAKEN_3	POLITIEK_BELEID_3	SCEPTICI_3	SCEPTICI_PERSONEN_3	SPECIFIEK_3	STIKSTOF_3	TAAL_3	VERVOER_3	VOEDSELINDUSTRIE_3	VRAAG_3	search query_3	total_valid	ACTIVISME	CO2	DISCUSSIE	EFFECTIEF	ENERGIE	GELDIG	GEVOLG	INDIVIDUEEL_GEDRAG	INDUSTRIE	INFO_OPLOSSINGEN	INFO_STATUS_QUO	MILIEU	ONGECATEGORISEERD	OORZAKEN	POLITIEK_BELEID	SCEPTICI	SCEPTICI_PERSONEN	SPECIFIEK	STIKSTOF	TAAL	VERVOER	VOEDSELINDUSTRIE	VRAAG
1504	klimaatbeheersing	smelten poolkap	ozongaten	klimaatbeheersing	smelten poolkap	ozongaten	1	2	1	1	2	1.3333333333333333	17	15	9	9	17	13.666666666666666	klimaatbeheersing smelten poolkap ozongaten	63	2	6	8	1.0	6.0	7	7	5	7.0	3	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaatbeheersing	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	smelten poolkap	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	ozongaten	3.0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
1505	weerbericht	regen	temp	weerbericht	regen	temp	1	1	1	1	1	1.0	11	5	4	4	11	6.666666666666667	weerbericht regen temp	54	2	4	8		3.0	5	6	4	5.5	2	0.0	0.0		0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	weerbericht	0.0	0.0		0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	regen	0.0	0.0		0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	temp	3.0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
1507	opwarming aarde	gevolgen klimaatbesluiten	duurzamer leven	opwarming aarde	gevolgen klimaatbesluiten	duurzamer leven	2	2	2	2	2	2.0	15	25	15	15	25	18.333333333333332	opwarming aarde gevolgen klimaatbesluiten duurzamer leven	52	2	5	6	4.0	6.0	7	7	5	7.0	2	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	opwarming aarde	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	gevolgen klimaatbesluiten	0.0	0.0		0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	duurzamer leven	3.0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0
1508	klimaat	klimaat in andere landen	wat is klimaat	klimaat	klimaat in andere landen	wat is klimaat	1	4	3	1	4	2.6666666666666665	7	24	14	7	24	15.0	klimaat klimaat in andere landen wat is klimaat	40	1	4	12		0.0	4	4	3	4.0	2					1.0		1.0												0.0		0.0			0.0	klimaat	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat in andere landen	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	wat is klimaat	3.0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
1509	weerberichten	weerveranderingen	weer over 10 jaar	weerberichten	weerveranderingen	weer over 10 jaar	1	1	4	1	4	2.0	13	17	17	13	17	15.666666666666666	weerberichten weerveranderingen weer over 10 jaar	64	1	3	8	7.0	6.0	6	5	5	5.5	2	0.0	0.0		0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	weerberichten	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	weerveranderingen	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	weer over 10 jaar	3.0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1510	Klimaatverandering	Klimaat Nederland	Opwarming aarde	klimaatverandering	klimaat nederland	opwarming aarde	1	2	2	1	2	1.6666666666666667	18	17	15	15	18	16.666666666666668	klimaatverandering klimaat nederland opwarming aarde	63	1	5	12	7.0	6.0	6	4	3	5.0	2					1.0		1.0												0.0		0.0			0.0	klimaatverandering					1.0		1.0												0.0		0.0			0.0	klimaat nederland	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	opwarming aarde	3.0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1512	Klimaat	Doelstellingen Parijs	KNMI	klimaat	doelstellingen parijs	knmi	1	2	1	1	2	1.3333333333333333	7	21	4	4	21	10.666666666666666	klimaat doelstellingen parijs knmi	63	1	3	8	5.0	7.0	7	7	4	7.0	2					1.0		1.0												0.0		0.0			0.0	klimaat	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	doelstellingen parijs	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	knmi	3.0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0
1513	Klimaatverandering	Klimaat	Greenpeace	klimaatverandering	klimaat	greenpeace	1	1	1	1	1	1.0	18	7	10	7	18	11.666666666666666	klimaatverandering klimaat greenpeace	64	1	3	7	4.0	6.0	3	5	4	4.0	2					1.0		1.0												0.0		0.0			0.0	klimaatverandering					1.0		1.0												0.0		0.0			0.0	klimaat	1.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	greenpeace	3.0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1514	klimaat verandering wereldwijd	klimaat verbetering	wat zelf te doen voor het klimaat	klimaat verandering wereldwijd	klimaat verbetering	wat zelf te doen voor het klimaat	3	2	7	2	7	4.0	30	19	33	19	33	27.333333333333332	klimaat verandering wereldwijd klimaat verbetering wat zelf te doen voor het klimaat	39	2	5	8	4.0	4.0	6	4	4	5.0	2					1.0		1.0												0.0		0.0			0.0	klimaat verandering wereldwijd	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat verbetering	0.0	0.0		0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	wat zelf te doen voor het klimaat	3.0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
1515	Land klimaat	wat verandert er in het klimaat	hoe snel verandert het klimaat	land klimaat	wat verandert er in het klimaat	hoe snel verandert het klimaat	2	6	5	2	6	4.333333333333333	12	31	30	12	31	24.333333333333332	land klimaat wat verandert er in het klimaat hoe snel verandert het klimaat	42	2	3	4	10.0	6.0	3	5	4	4.0	2	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	land klimaat	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	wat verandert er in het klimaat	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	hoe snel verandert het klimaat	3.0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
1516	Klimaat	Politiek klimaat	Klimaat 2020	klimaat	politiek klimaat	klimaat 2020	1	2	2	1	2	1.6666666666666667	7	16	12	7	16	11.666666666666666	klimaat politiek klimaat klimaat 2020	30	2	4	7	6.0	5.0	4	5	3	4.5	2					1.0		1.0												0.0		0.0			0.0	klimaat	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	politiek klimaat	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat 2020	3.0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0
1517	Opwarming van de aarde	Hoe goed gaat het in de wereld	Warmt de aarde echt zo snel op	opwarming van de aarde	hoe goed gaat het in de wereld	warmt de aarde echt zo snel op	4	7	7	4	7	6.0	22	30	30	22	30	27.333333333333332	opwarming van de aarde hoe goed gaat het in de wereld warmt de aarde echt zo snel op	36	2	2	12	5.0	4.0	6	2	3	4.0	1	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	opwarming van de aarde	0.0	0.0		0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	hoe goed gaat het in de wereld	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	warmt de aarde echt zo snel op	3.0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1
1518	klimaat akkoord	hoe beter om te gaan met klimaat	waar kun je het klimaat mee ontlasten in en om het huis	klimaat akkoord	hoe beter om te gaan met klimaat	waar kun je het klimaat mee ontlasten in en om het huis	2	7	12	2	12	7.0	15	32	55	15	55	34.0	klimaat akkoord hoe beter om te gaan met klimaat waar kun je het klimaat mee ontlasten in en om het huis	65	1	4	4	1.0	9.0	6	6	4	6.0	2	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat akkoord	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	hoe beter om te gaan met klimaat	0.0	0.0		0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	waar kun je het klimaat mee ontlasten in en om het huis	3.0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1
1519	klimaat and politiek	Alternatieve energiebronnen	klimaat doelen	klimaat and politiek	alternatieve energiebronnen	klimaat doelen	3	2	2	2	3	2.3333333333333335	20	27	14	14	27	20.333333333333332	klimaat and politiek alternatieve energiebronnen klimaat doelen	67	1	5	12	6.0	6.0	3	3	3	3.0	2	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat and politiek	0.0	0.0		0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	alternatieve energiebronnen	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat doelen	3.0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
1521	Klimaat akkoord	Ontwikkelingen klimaat	Klimaat oorzaken	klimaat akkoord	ontwikkelingen klimaat	klimaat oorzaken	2	2	2	2	2	2.0	15	22	16	15	22	17.666666666666668	klimaat akkoord ontwikkelingen klimaat klimaat oorzaken	24	2	4	7	5.0	4.0	6	4	4	5.0	2	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat akkoord	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	ontwikkelingen klimaat	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat oorzaken	3.0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0
1522	Rijksoverheid mileuzaken	Nederland en het klimaat	klimaatontwikkelingen en het milieu in Nederland	rijksoverheid mileuzaken	nederland en het klimaat	klimaatontwikkelingen en het milieu in nederland	2	4	6	2	6	4.0	24	24	48	24	48	32.0	rijksoverheid mileuzaken nederland en het klimaat klimaatontwikkelingen en het milieu in nederland	29	2	7	6	8.0	4.0	5	5	4	5.0	3	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	rijksoverheid mileuzaken					1.0		1.0												0.0		0.0			0.0	nederland en het klimaat	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaatontwikkelingen en het milieu in nederland	3.0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0
1523	klimaatneutraal	al gore	stikstof nederlnad	klimaatneutraal	al gore	stikstof nederlnad	1	2	2	1	2	1.6666666666666667	15	7	18	7	18	13.333333333333334	klimaatneutraal al gore stikstof nederlnad	59	1	4	12	3.0	7.0	7	3	4	5.0	2	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaatneutraal	1.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	al gore	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	stikstof nederlnad	3.0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0
1524	Gevolgen klimaatverandering	Klimaatverdrag	Waterspiegel	gevolgen klimaatverandering	klimaatverdrag	waterspiegel	2	1	1	1	2	1.3333333333333333	27	14	12	12	27	17.666666666666668	gevolgen klimaatverandering klimaatverdrag waterspiegel	67	1	5	3	5.0	10.0	7	7	5	7.0	2	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	gevolgen klimaatverandering	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaatverdrag	0.0	0.0		0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	waterspiegel	3.0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
1526	green choice	wwf	fosfiele vrije wereld	green choice	wwf	fosfiele vrije wereld	2	1	3	1	3	2.0	12	3	21	3	21	12.0	green choice wwf fosfiele vrije wereld	60	2	3	9	5.0	10.0	7	1	5	4.0	2	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	green choice	1.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	wwf	0.0	0.0		0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	fosfiele vrije wereld	3.0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0
1527	klimaatbeleid	klimaattop	klimaatverandering	klimaatbeleid	klimaattop	klimaatverandering	1	1	1	1	1	1.0	13	10	18	10	18	13.666666666666666	klimaatbeleid klimaattop klimaatverandering	43	2	4	7	7.0	5.0	6	4	4	5.0	2	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaatbeleid	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaattop					1.0		1.0												0.0		0.0			0.0	klimaatverandering	3.0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
1528	Klimaat	Klimaatverandering	Politiek over klimaat	klimaat	klimaatverandering	politiek over klimaat	1	1	3	1	3	1.6666666666666667	7	18	21	7	21	15.333333333333334	klimaat klimaatverandering politiek over klimaat	22	2	5	12	3.0	4.0	6	6	4	6.0	2					1.0		1.0												0.0		0.0			0.0	klimaat					1.0		1.0												0.0		0.0			0.0	klimaatverandering	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	politiek over klimaat	3.0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
1529	ijskap smelt in hoeveel jaar	fossielen brandstof	hoe schaf ik zonnepanelen en warmtepomp aan	ijskap smelt in hoeveel jaar	fossielen brandstof	hoe schaf ik zonnepanelen en warmtepomp aan	5	2	7	2	7	4.666666666666667	28	19	43	19	43	30.0	ijskap smelt in hoeveel jaar fossielen brandstof hoe schaf ik zonnepanelen en warmtepomp aan	64	2	6	12	9.0	6.0	3	2	4	2.5	3	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	ijskap smelt in hoeveel jaar	0.0	0.0		0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	fossielen brandstof	0.0	0.0		0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	hoe schaf ik zonnepanelen en warmtepomp aan	3.0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1530	Groene energie	Kernenergie	S.P.	groene energie	kernenergie	sp	2	1	1	1	2	1.3333333333333333	14	11	2	2	14	9.0	groene energie kernenergie sp	59	1	4	3	2.0	7.0	2	7	3	4.5	2	0.0	0.0		0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	groene energie	0.0	0.0		0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	kernenergie	0.0	0.0		0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	sp	3.0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
1531	Politiek	2de kamer	President	politiek	2de kamer	president	1	2	1	1	2	1.3333333333333333	8	9	9	8	9	8.666666666666666	politiek 2de kamer president	39	2	3	8	8.0	5.0	3	4	4	3.5	2	0.0	0.0		0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	politiek	0.0	0.0		0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2de kamer	0.0	0.0		0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	president	3.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
1533	Klimaatverandering	Overstromingen	Orkanen	klimaatverandering	overstromingen	orkanen	1	1	1	1	1	1.0	18	14	7	7	18	13.0	klimaatverandering overstromingen orkanen	41	2	4	12	5.0	6.0	5	4	3	4.5	2					1.0		1.0												0.0		0.0			0.0	klimaatverandering	0.0	0.0		0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	overstromingen	0.0	0.0		0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	orkanen	3.0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1534	Klimaat doelen	Klimaat plannen	Klimaat beleid	klimaat doelen	klimaat plannen	klimaat beleid	2	2	2	2	2	2.0	14	15	14	14	15	14.333333333333334	klimaat doelen klimaat plannen klimaat beleid	57	2	6	8	7.0	5.0	5	4	5	4.5	3	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat doelen	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat plannen	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat beleid	3.0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
1535	klimaat wereldwijd	duurzame energie	opwarming klimaat	klimaat wereldwijd	duurzame energie	opwarming klimaat	2	2	2	2	2	2.0	18	16	17	16	18	17.0	klimaat wereldwijd duurzame energie opwarming klimaat	65	1	3	7	6.0	9.0	6	5	4	5.5	2					1.0		1.0												0.0		0.0			0.0	klimaat wereldwijd	0.0	0.0		0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	duurzame energie	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	opwarming klimaat	3.0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
